"Trade Date","ADVISOR / CLIENT","RR #","Symbol","B/S","Shares","Price","Commission","Comm./Shr. ($)"
"10/04/2013","CR INTRINIC INVESTMENT  ","044","GT","S","100,000","22.95","3,000.00","0.030"
"10/30/2013","CR INTRINIC INVESTMENT  ","044","GT","S","25,000","21.04","750.00","0.030"
"11/21/2013","CR INTRINIC INVESTMENT  ","044","GT","S","21,891","21.81","656.73","0.030"
"11/25/2013","CR INTRINIC INVESTMENT  ","044","GT","S","50,000","22.11","1,500.00","0.030"
"06/06/2013","CR INTRINIC INVESTMENT  ","044","GT","SS","10,000","14.59","300.00","0.030"
"02/07/2013","CR INTRINIC INVESTMENT  ","044","HAS","B","30,000","38.60","900.00","0.030"
"05/06/2013","CR INTRINIC INVESTMENT  ","044","HBI","SS","10,000","49.78","300.00","0.030"
"09/17/2013","CR INTRINIC INVESTMENT  ","044","HIBB","B","3,000","53.03","90.00","0.030"
"03/19/2013","CR INTRINIC INVESTMENT  ","044","HPQ","B","10,000","22.92","300.00","0.030"
"08/01/2013","CR INTRINIC INVESTMENT  ","044","JNPR","SS","20,000","21.80","600.00","0.030"
"08/05/2013","CR INTRINIC INVESTMENT  ","044","JNY","B","50,000","17.60","1,500.00","0.030"
"05/17/2013","CR INTRINIC INVESTMENT  ","044","JOSB","B","20,000","45.72","600.00","0.030"
"02/07/2013","CR INTRINIC INVESTMENT  ","044","JWN","B","10,000","54.90","300.00","0.030"
"06/20/2013","CR INTRINIC INVESTMENT  ","044","KO","S","20,000","39.55","600.00","0.030"
"12/02/2013","CR INTRINIC INVESTMENT  ","044","KORS","B","20,000","81.78","600.00","0.030"
"05/14/2013","CR INTRINIC INVESTMENT  ","044","KSS","B","10,000","49.05","300.00","0.030"
"03/06/2013","CR INTRINIC INVESTMENT  ","044","LEA","SS","2,300","54.26","69.00","0.030"
"11/15/2013","CR INTRINIC INVESTMENT  ","044","LEG","SS","22,000","29.56","660.00","0.030"
"02/13/2013","CR INTRINIC INVESTMENT  ","044","LOW","B","40,000","39.59","1,200.00","0.030"
"04/15/2013","CR INTRINIC INVESTMENT  ","044","LOW","B","10,000","38.11","300.00","0.030"
"05/13/2013","CR INTRINIC INVESTMENT  ","044","LOW","S","10,000","42.08","300.00","0.030"
"07/25/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","41,800","16.61","1,254.00","0.030"
"07/26/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","15,000","16.39","450.00","0.030"
"08/19/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","25,000","15.25","750.00","0.030"
"09/17/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","25,000","17.65","750.00","0.030"
"10/03/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","5,000","17.48","150.00","0.030"
"10/30/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","50,000","17.28","1,500.00","0.030"
"11/01/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","35,000","16.87","1,050.00","0.030"
"11/05/2013","CR INTRINIC INVESTMENT  ","044","LPX","B","50,000","16.00","1,500.00","0.030"
"09/03/2013","CR INTRINIC INVESTMENT  ","044","LPX","S","50,200","15.46","1,506.00","0.030"
"07/10/2013","CR INTRINIC INVESTMENT  ","044","LULU","B","10,000","65.95","300.00","0.030"
"07/16/2013","CR INTRINIC INVESTMENT  ","044","LULU","B","10,000","64.40","300.00","0.030"
"04/30/2013","CR INTRINIC INVESTMENT  ","044","LULU","SS","10,000","75.40","300.00","0.030"
"10/02/2013","CR INTRINIC INVESTMENT  ","044","M","B","10,000","43.91","300.00","0.030"
"06/04/2013","CR INTRINIC INVESTMENT  ","044","M","S","60,000","48.73","1,800.00","0.030"
"06/17/2013","CR INTRINIC INVESTMENT  ","044","MAS","B","40,000","21.02","1,200.00","0.030"
"07/09/2013","CR INTRINIC INVESTMENT  ","044","MDLZ","B","10,000","28.91","300.00","0.030"
"09/12/2013","CR INTRINIC INVESTMENT  ","044","MNST","S","17,182","55.14","515.46","0.030"
"10/01/2013","CR INTRINIC INVESTMENT  ","044","MWV","S","49,300","38.51","1,479.00","0.030"
"01/23/2013","CR INTRINIC INVESTMENT  ","044","OMX","S","60,000","11.00","2,100.00","0.035"
"02/14/2013","CR INTRINIC INVESTMENT  ","044","OMX","S","30,000","10.80","900.00","0.030"
"04/19/2013","CR INTRINIC INVESTMENT  ","044","PETM","S","10,000","66.83","300.00","0.030"
"08/30/2013","CR INTRINIC INVESTMENT  ","044","PHM","B","50,000","15.40","1,500.00","0.030"
"08/09/2013","CR INTRINIC INVESTMENT  ","044","PLCM","B","25,000","9.73","750.00","0.030"
"03/20/2013","CR INTRINIC INVESTMENT  ","044","ROST","S","30,000","56.09","900.00","0.030"
"03/05/2013","CR INTRINIC INVESTMENT  ","044","RPM","S","30,000","30.50","900.00","0.030"
"12/02/2013","CR INTRINIC INVESTMENT  ","044","SBH","B","40,000","28.12","1,200.00","0.030"
"06/07/2013","CR INTRINIC INVESTMENT  ","044","SBUX","S","10,000","64.63","300.00","0.030"
"06/20/2013","CR INTRINIC INVESTMENT  ","044","SODA","SS","15,000","69.97","450.00","0.030"
"07/16/2013","CR INTRINIC INVESTMENT  ","044","SSI","S","30,000","24.72","900.00","0.030"
"09/17/2013","CR INTRINIC INVESTMENT  ","044","SVU","S","2,900","7.75","87.00","0.030"
"09/17/2013","CR INTRINIC INVESTMENT  ","044","TFM","SS","2,000","49.50","60.00","0.030"
"02/27/2013","CR INTRINIC INVESTMENT  ","044","TGT","B","50,000","62.47","1,500.00","0.030"
"06/07/2013","CR INTRINIC INVESTMENT  ","044","TGT","B","20,000","70.42","600.00","0.030"
"02/08/2013","CR INTRINIC INVESTMENT  ","044","TGT","SS","10,000","62.57","300.00","0.030"
"03/19/2013","CR INTRINIC INVESTMENT  ","044","TGT","SS","10,000","66.39","300.00","0.030"
"07/12/2013","CR INTRINIC INVESTMENT  ","044","TPX","S","10,000","46.72","300.00","0.030"
"04/08/2013","CR INTRINIC INVESTMENT  ","044","TSCO","B","10,000","107.78","300.00","0.030"
"04/01/2013","CR INTRINIC INVESTMENT  ","044","URBN","B","30,000","38.68","900.00","0.030"
"07/18/2013","CR INTRINIC INVESTMENT  ","044","WAG","B","10,000","51.12","300.00","0.030"
"11/13/2013","CR INTRINIC INVESTMENT  ","044","WEN","SS","20,000","8.66","600.00","0.030"
"07/12/2013","CR INTRINIC INVESTMENT  ","044","WFM","B","10,000","56.15","300.00","0.030"
"04/24/2013","CR INTRINIC INVESTMENT  ","044","WFT","SS","5,000","12.82","150.00","0.030"
"07/08/2013","CR INTRINIC INVESTMENT  ","044","WSM","B","10,000","58.19","300.00","0.030"
"12/02/2013","CR INTRINIC INVESTMENT  ","044","ZQK","S","50,000","8.79","1,500.00","0.030"
"06/26/2013","CR INTRINSIC/CHRIS C","041","AA","B","25,000","7.77","750.00","0.030"
"07/11/2013","CR INTRINSIC/CHRIS C","041","AA","SS","25,000","8.04","750.00","0.030"
"02/01/2013","CR INTRINSIC/CHRIS C","041","AGCO","SS","10,000","53.33","300.00","0.030"
"03/14/2013","CR INTRINSIC/CHRIS C","041","APD","B","5,000","89.83","150.00","0.030"
"07/12/2013","CR INTRINSIC/CHRIS C","041","ARII","SS","10,000","31.99","300.00","0.030"
"07/31/2013","CR INTRINSIC/CHRIS C","041","ATI","SS","10,000","27.92","300.00","0.030"
"04/03/2013","CR INTRINSIC/CHRIS C","041","BEAV","B","15,000","58.26","450.00","0.030"
"07/19/2013","CR INTRINSIC/CHRIS C","041","BEAV","B","30,000","69.13","900.00","0.030"
"07/31/2013","CR INTRINSIC/CHRIS C","041","CAT","SS","5,000","83.33","150.00","0.030"
"05/31/2013","CR INTRINSIC/CHRIS C","041","CFX","SS","5,000","49.94","150.00","0.030"
"06/07/2013","CR INTRINSIC/CHRIS C","041","CLH","S","15,000","54.69","450.00","0.030"
"03/14/2013","CR INTRINSIC/CHRIS C","041","CNW","B","1,700","37.94","51.00","0.030"
"06/07/2013","CR INTRINSIC/CHRIS C","041","CNW","B","20,000","39.56","600.00","0.030"
"03/14/2013","CR INTRINSIC/CHRIS C","041","CNW","SS","11,700","37.36","351.00","0.030"
"05/31/2013","CR INTRINSIC/CHRIS C","041","CNW","SS","10,000","38.50","300.00","0.030"
"03/15/2013","CR INTRINSIC/CHRIS C","041","CR","B","15,000","56.15","450.00","0.030"
"03/08/2013","CR INTRINSIC/CHRIS C","041","DAL","B","35,000","16.25","1,050.00","0.030"
"01/11/2013","CR INTRINSIC/CHRIS C","041","DAN","B","10,000","15.48","350.00","0.035"
"05/16/2013","CR INTRINSIC/CHRIS C","041","DAN","S","25,000","17.43","750.00","0.030"
"06/26/2013","CR INTRINSIC/CHRIS C","041","DAN","SS","25,000","17.59","750.00","0.030"
"01/24/2013","CR INTRINSIC/CHRIS C","041","DD","B","10,000","48.23","350.00","0.035"
"07/31/2013","CR INTRINSIC/CHRIS C","041","DD","SS","6,000","58.07","180.00","0.030"
"04/30/2013","CR INTRINSIC/CHRIS C","041","DE","B","10,000","89.22","350.00","0.035"
"07/31/2013","CR INTRINSIC/CHRIS C","041","DE","SS","5,000","83.49","150.00","0.030"
"08/09/2013","CR INTRINSIC/CHRIS C","041","DLPH","B","10,000","55.63","300.00","0.030"
"05/02/2013","CR INTRINSIC/CHRIS C","041","EMR","B","10,000","55.58","300.00","0.030"
"05/03/2013","CR INTRINSIC/CHRIS C","041","EMR","B","15,000","56.86","450.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","EXP","S","5,000","68.25","150.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","EXPD","SS","5,000","37.76","150.00","0.030"
"01/24/2013","CR INTRINSIC/CHRIS C","041","FAST","SS","10,000","48.43","350.00","0.035"
"05/07/2013","CR INTRINSIC/CHRIS C","041","FDX","B","30,000","98.84","900.00","0.030"
"07/31/2013","CR INTRINSIC/CHRIS C","041","FLIR","SS","10,000","32.57","300.00","0.030"
"04/30/2013","CR INTRINSIC/CHRIS C","041","GD","B","15,000","73.92","450.00","0.030"
"05/24/2013","CR INTRINSIC/CHRIS C","041","GM","B","10,000","32.85","300.00","0.030"
"04/25/2013","CR INTRINSIC/CHRIS C","041","GT","B","50,000","12.86","1,500.00","0.030"
"05/09/2013","CR INTRINSIC/CHRIS C","041","GT","SS","25,000","12.96","750.00","0.030"
"06/07/2013","CR INTRINSIC/CHRIS C","041","GT","SS","15,000","14.73","450.00","0.030"
"06/20/2013","CR INTRINSIC/CHRIS C","041","GT","SS","25,000","14.84","750.00","0.030"
"04/24/2013","CR INTRINSIC/CHRIS C","041","GTI","SS","25,000","7.36","750.00","0.030"
"03/07/2013","CR INTRINSIC/CHRIS C","041","GTLS","SS","5,000","80.94","150.00","0.030"
"05/01/2013","CR INTRINSIC/CHRIS C","041","GTLS","SS","25,000","83.54","750.00","0.030"
"07/25/2013","CR INTRINSIC/CHRIS C","041","HTZ","S","15,000","26.75","450.00","0.030"
"07/26/2013","CR INTRINSIC/CHRIS C","041","HTZ","S","15,000","26.45","450.00","0.030"
"01/14/2013","CR INTRINSIC/CHRIS C","041","IEX","B","5,000","47.95","175.00","0.035"
"02/28/2013","CR INTRINSIC/CHRIS C","041","IP","S","25,000","44.46","750.00","0.030"
"05/10/2013","CR INTRINSIC/CHRIS C","041","IP","S","35,000","46.33","1,050.00","0.030"
"03/07/2013","CR INTRINSIC/CHRIS C","041","JCI","B","25,000","33.37","750.00","0.030"
"03/14/2013","CR INTRINSIC/CHRIS C","041","JCI","B","25,000","34.91","750.00","0.030"
"04/16/2013","CR INTRINSIC/CHRIS C","041","JCI","SS","10,000","33.28","300.00","0.030"
"06/07/2013","CR INTRINSIC/CHRIS C","041","JEC","B","10,000","56.85","300.00","0.030"
"07/11/2013","CR INTRINSIC/CHRIS C","041","LPX","B","10,000","17.02","300.00","0.030"
"03/22/2013","CR INTRINSIC/CHRIS C","041","MAN","B","15,000","55.37","450.00","0.030"
"04/05/2013","CR INTRINSIC/CHRIS C","041","MEOH","B","10,000","39.24","300.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","NDSN","B","5,000","69.84","150.00","0.030"
"04/26/2013","CR INTRINSIC/CHRIS C","041","NOC","B","30,000","74.48","900.00","0.030"
"05/02/2013","CR INTRINSIC/CHRIS C","041","PAYX","B","10,000","36.80","300.00","0.030"
"03/21/2013","CR INTRINSIC/CHRIS C","041","PBI","SS","25,000","15.25","750.00","0.030"
"05/31/2013","CR INTRINSIC/CHRIS C","041","PCAR","SS","10,000","54.14","300.00","0.030"
"02/21/2013","CR INTRINSIC/CHRIS C","041","PKG","B","10,000","40.53","300.00","0.030"
"02/27/2013","CR INTRINSIC/CHRIS C","041","PKG","B","10,000","41.66","300.00","0.030"
"04/17/2013","CR INTRINSIC/CHRIS C","041","PKG","B","15,000","43.07","450.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","PKG","S","15,000","48.99","450.00","0.030"
"01/02/2013","CR INTRINSIC/CHRIS C","041","PLL","SS","5,000","61.86","175.00","0.035"
"03/15/2013","CR INTRINSIC/CHRIS C","041","PPG","B","5,000","141.46","150.00","0.030"
"03/14/2013","CR INTRINSIC/CHRIS C","041","PX","B","2,500","113.49","75.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","RBC","B","5,000","65.55","150.00","0.030"
"06/27/2013","CR INTRINSIC/CHRIS C","041","TXT","B","5,000","26.35","150.00","0.030"
"03/20/2013","CR INTRINSIC/CHRIS C","041","VC","S","25,000","57.88","750.00","0.030"
"01/02/2013","CR INTRINSIC/CHRIS C","041","WM","SS","10,000","33.94","350.00","0.035"
"07/12/2013","CR INTRINSIC/CHRIS C","041","XRX","B","25,000","9.79","750.00","0.030"
"06/18/2013","CR INTRINSIC/CHRIS C","041","XRX","SS","35,000","9.42","1,050.00","0.030"
"08/15/2013","CRAMER ROSENTHAL","070","ALL","B","14,140","49.32","565.60","0.040"
"04/10/2013","CRAMER ROSENTHAL","070","ARG","B","1,300","97.30","52.00","0.040"
"05/24/2013","CRAMER ROSENTHAL","070","ASH","S","76,900","87.87","3,076.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","BMC","B","500","43.81","20.00","0.040"
"10/10/2013","CRAMER ROSENTHAL","070","CBG","S","434,750","22.75","17,390.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","CCJ","B","1,000","21.51","40.00","0.040"
"05/21/2013","CRAMER ROSENTHAL","070","COV","B","50,500","65.89","2,020.00","0.040"
"04/05/2013","CRAMER ROSENTHAL","070","DOV","B","171,514","71.76","6,860.56","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","EL","B","200","62.82","8.00","0.040"
"07/23/2013","CRAMER ROSENTHAL","070","EL","B","69,400","65.99","2,776.00","0.040"
"04/10/2013","CRAMER ROSENTHAL","070","FMC","B","3,200","57.64","128.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","GIS","B","500","41.21","20.00","0.040"
"07/12/2013","CRAMER ROSENTHAL","070","H","S","67,640","41.61","2,705.60","0.040"
"07/22/2013","CRAMER ROSENTHAL","070","H","S","54,660","42.06","2,186.40","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","HOG","B","400","51.90","16.00","0.040"
"01/31/2013","CRAMER ROSENTHAL","070","HSH","B","232,350","30.94","9,294.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","HSP","B","600","34.90","24.00","0.040"
"01/09/2013","CRAMER ROSENTHAL","070","IPG","B","251,300","11.63","10,052.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","JWN","B","400","55.41","16.00","0.040"
"03/13/2013","CRAMER ROSENTHAL","070","JWN","S","29,560","53.96","1,182.40","0.040"
"05/17/2013","CRAMER ROSENTHAL","070","KORS","B","20,000","60.15","800.00","0.040"
"01/18/2013","CRAMER ROSENTHAL","070","KRFT","B","400","46.90","16.00","0.040"
"10/31/2013","CRAMER ROSENTHAL","070","MRC","S","94,600","28.02","3,784.00","0.040"
"04/10/2013","CRAMER ROSENTHAL","070","MWV","S","3,500","36.45","140.00","0.040"
"02/04/2013","CRAMER ROSENTHAL","070","NCLH","S","272,600","28.15","10,904.00","0.040"
"05/02/2013","CRAMER ROSENTHAL","070","PVH","B","63,100","114.21","2,524.00","0.040"
"06/19/2013","CRAMER ROSENTHAL","070","PVH","B","11,600","126.56","464.00","0.040"
"06/26/2013","CRAMER ROSENTHAL","070","PVH","B","50,600","124.31","2,024.00","0.040"
"09/10/2013","CRAMER ROSENTHAL","070","PVH","B","160,950","124.78","6,438.00","0.040"
"08/27/2013","CRAMER ROSENTHAL","070","RDEN","S","188,450","35.05","7,538.00","0.040"
"05/01/2013","CRAMER ROSENTHAL","070","SJI","B","21,856","61.39","874.24","0.040"
"05/10/2013","CRAMER ROSENTHAL","070","SKS","B","140,600","11.88","5,624.00","0.040"
"09/26/2013","CRAMER ROSENTHAL","070","STI","B","284,250","32.66","11,370.00","0.040"
"05/06/2013","CRAMER ROSENTHAL","070","TDC","B","598,280","51.55","23,931.20","0.040"
"09/25/2013","CRAMER ROSENTHAL","070","THO","S","30,000","56.31","1,200.00","0.040"
"04/10/2013","CRAMER ROSENTHAL","070","TSS","B","5,000","24.79","200.00","0.040"
"05/30/2013","CRAMER ROSENTHAL","070","WY","B","57,400","30.07","2,296.00","0.040"
"08/12/2013","CRAMER ROSENTHAL","070","WYNN","B","22,400","138.13","896.00","0.040"
"08/13/2013","CRAMER ROSENTHAL","070","WYNN","B","51,000","138.57","2,040.00","0.040"
"06/04/2013","CSFB GLOBAL PROPRIETARY ","041","BA","B","20,000","100.78","1,000.00","0.050"
"10/17/2013","CSFB GLOBAL PROPRIETARY ","041","CP","B","5,000","129.35","250.00","0.050"
"10/17/2013","CSFB GLOBAL PROPRIETARY ","041","CSX","B","30,000","25.45","1,500.00","0.050"
"06/03/2013","CSFB GLOBAL PROPRIETARY ","041","GPK","B","20,000","7.56","1,000.00","0.050"
"06/10/2013","CSFB GLOBAL PROPRIETARY ","041","GPK","SS","30,000","7.62","1,500.00","0.050"
"01/10/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","50,000","39.73","2,500.00","0.050"
"01/14/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","30,000","40.79","1,500.00","0.050"
"01/15/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","50,000","40.79","2,500.00","0.050"
"01/16/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","50,000","40.52","2,500.00","0.050"
"01/28/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","10,000","41.94","500.00","0.050"
"02/01/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","265,000","42.00","13,250.00","0.050"
"02/20/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","50,000","40.38","2,500.00","0.050"
"03/18/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","50,000","45.17","2,500.00","0.050"
"03/19/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","15,000","44.91","750.00","0.050"
"03/21/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","15,000","44.86","750.00","0.050"
"03/25/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","8,000","45.01","400.00","0.050"
"05/02/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","33,459","43.59","1,672.95","0.050"
"06/03/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","15,000","45.07","750.00","0.050"
"06/24/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","75,000","42.69","3,750.00","0.050"
"07/25/2013","CSFB GLOBAL PROPRIETARY ","041","IP","B","10,000","47.00","500.00","0.050"
"01/17/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","65,000","41.29","3,250.00","0.050"
"02/15/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","15,000","42.19","750.00","0.050"
"02/28/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","75,000","44.40","3,750.00","0.050"
"03/01/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","70,000","44.04","3,500.00","0.050"
"03/04/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","15,000","44.15","750.00","0.050"
"03/06/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","15,000","46.05","750.00","0.050"
"03/11/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","50,000","47.00","2,500.00","0.050"
"03/22/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","65,000","45.18","3,250.00","0.050"
"07/17/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","21,725","48.81","1,086.25","0.050"
"07/18/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","27,325","48.10","1,366.25","0.050"
"07/24/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","15,000","47.35","750.00","0.050"
"07/25/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","43,000","48.68","2,150.00","0.050"
"08/14/2013","CSFB GLOBAL PROPRIETARY ","041","IP","S","15,000","48.94","750.00","0.050"
"07/17/2013","CSFB GLOBAL PROPRIETARY ","041","IP","SS","18,275","48.79","913.75","0.050"
"07/18/2013","CSFB GLOBAL PROPRIETARY ","041","IP","SS","17,675","48.16","883.75","0.050"
"07/25/2013","CSFB GLOBAL PROPRIETARY ","041","IP","SS","5,000","49.59","250.00","0.050"
"04/15/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","40,000","18.12","2,000.00","0.050"
"04/17/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","50,000","17.72","2,500.00","0.050"
"06/03/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","75,000","16.63","3,750.00","0.050"
"06/05/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","45,000","16.65","2,250.00","0.050"
"06/11/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","50,000","16.24","2,500.00","0.050"
"06/18/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","30,000","16.96","1,500.00","0.050"
"06/19/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","30,000","16.56","1,500.00","0.050"
"06/20/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","75,000","15.87","3,750.00","0.050"
"06/24/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","100,000","14.86","5,000.00","0.050"
"06/28/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","100,000","14.96","5,000.00","0.050"
"07/03/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","15,000","15.08","750.00","0.050"
"08/15/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","35,000","15.08","1,750.00","0.050"
"08/23/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","100,000","14.99","5,000.00","0.050"
"08/26/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","50,000","15.16","2,500.00","0.050"
"08/28/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","50,000","14.84","2,500.00","0.050"
"09/13/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","25,000","16.94","1,250.00","0.050"
"09/20/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","75,000","18.08","3,750.00","0.050"
"09/26/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","15,000","17.23","750.00","0.050"
"09/27/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","35,000","17.34","1,750.00","0.050"
"10/02/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","70,000","18.01","3,500.00","0.050"
"10/03/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","75,000","17.48","3,750.00","0.050"
"11/01/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","30,000","16.87","1,500.00","0.050"
"11/05/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","B","75,000","16.07","3,750.00","0.050"
"06/10/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","S","15,000","16.82","750.00","0.050"
"06/13/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","S","3,257","16.64","162.85","0.050"
"07/24/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","S","2,968","17.58","148.40","0.050"
"08/07/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","S","12,000","17.35","600.00","0.050"
"02/01/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","25,000","19.87","1,250.00","0.050"
"04/16/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","40,000","18.64","2,000.00","0.050"
"04/26/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","50,000","18.08","2,500.00","0.050"
"06/13/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","26,743","16.63","1,337.15","0.050"
"07/24/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","32,032","17.55","1,601.60","0.050"
"08/07/2013","CSFB GLOBAL PROPRIETARY ","041","LPX","SS","18,000","17.30","900.00","0.050"
"01/30/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","40,000","31.98","2,000.00","0.050"
"01/31/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","20,000","31.34","1,000.00","0.050"
"02/14/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","25,000","31.58","1,250.00","0.050"
"02/28/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","100,000","35.96","5,000.00","0.050"
"03/12/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","90,000","36.66","4,500.00","0.050"
"03/25/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","30,000","35.99","1,500.00","0.050"
"03/26/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","24,000","36.00","1,200.00","0.050"
"04/12/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","73,000","35.46","3,650.00","0.050"
"04/18/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","15,000","33.90","750.00","0.050"
"04/26/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","25,000","34.24","1,250.00","0.050"
"04/30/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","145,000","34.72","7,250.00","0.050"
"05/01/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","15,000","33.97","750.00","0.050"
"05/24/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","45,000","34.98","2,250.00","0.050"
"06/17/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","135,000","35.72","6,750.00","0.050"
"06/18/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","30,000","35.50","1,500.00","0.050"
"06/20/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","15,000","34.87","750.00","0.050"
"06/21/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","25,000","34.13","1,250.00","0.050"
"07/11/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","55,000","35.35","2,750.00","0.050"
"08/23/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","30,000","36.39","1,500.00","0.050"
"08/30/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","20,000","35.89","1,000.00","0.050"
"09/12/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","8,303","38.18","415.15","0.050"
"10/01/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","40,000","38.46","2,000.00","0.050"
"10/03/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","15,000","37.81","750.00","0.050"
"10/04/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","10,000","37.49","500.00","0.050"
"11/07/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","B","50,000","33.95","2,500.00","0.050"
"01/14/2013","CSFB GLOBAL PROPRIETARY ","041","MWV","S","17,000","32.69","850.00","0.050"
